Subject	IGHV1-27:122_AG	IGHV1-27:172_AG	IGHV1-27:211_AG	IGHV1-27:217_AC	IGHV1-27:258_CA	IGHV1-27:84_TC	IGHV1-27:93_AT	IGHV1-27:97_GC	IGHV1-20:102_AG	IGHV1-20:140_CG	IGHV1-20:141_CG	IGHV1-20:143_CT	IGHV1-20:14_GC	IGHV1-20:171_TG	IGHV1-20:172_AG	IGHV1-20:84_TC	IGHV1-7:125_AG	IGHV1-7:147_AG	IGHV1-7:14_GC	IGHV1-7:287_TA	IGHV1-7:41_GC	IGHV1-7:56_GC	IGHV1-7:70_CT	IGHV1-7:86_AG	IGHV1-10:102_GA	IGHV1-10:140_TC	IGHV1-10:143_TC	IGHV1-10:14_GC	IGHV1-10:155_TC	IGHV1-10:166_GA	IGHV1-10:243_GC	IGHV1-10:258_AC	IGHV1-10:69_GA	IGHV1-10:97_GC	IGHV1-21:131_GA	IGHV1-21:172_GA	IGHV1-21:174_CT	IGHV1-21:175_TA	IGHV1-21:20_GA	IGHV1-21:258_CA	IGHV1-21:69_GA	IGHV1-21:70_TC	IGHV1-17:102_AG	IGHV1-17:110_CA	IGHV1-17:131_GT	IGHV1-17:140_CG	IGHV1-17:143_CT	IGHV1-17:148_GA	IGHV1-17:14_CG	IGHV1-14:172_GA	IGHV1-14:53_CG	IGHV1-14:97_GA
14031	0.8048154093097913	0.8231247952833278	0.9801026957637998	0.9893924783027964	0.8439008690054715	0.8961414790996785	0.6561576354679802	0.6149751596877218	0.8454181361707215	0.7111723146928511	0.7417704760185353	0.7322140858486634	0.4300023707918444	0.3349912796330986	0.5592668284582961	0.9847056731282232	0.9657779546358932	0.6915514347374311	0.9747458703939008	0.8338210516981467	0.9340222575516692	0.9214297086451202	0.9539060637367878	0.9734046801373692	0.1894563426688632	0.1869488536155202	0.1391162029459901	0.380718954248366	0.2966666666666666	0.8594594594594595	0.7011884550084889	0.3171953255425709	0.965686274509804	0.7858376511226252	0.93191650443435	0.933831144056249	0.9270061143877496	0.9307423198863016	0.9326126707540068	0.6701735059212338	0.642641346568839	0.9898799590891963	0.980922650017343	0.999366249927983	0.996404149964631	0.8875471253534402	0.8867029279018632	0.7384434981176325	0.8939393939393939	0.713577291381669	0.9920954992740764	0.6342473860722037
14035	0.8342245989304813	0.8612054329371818	0.9864085667215816	0.9933938893476466	0.861053504769805	0.9111202976436544	0.7004589069670422	0.6518119490695397	0.8630839480154548	0.6560078884349908	0.7089894781441989	0.6912676841591748	0.4618691070438159	0.3612009933027316	0.6196543643819566	0.9859017987360232	0.9645430145500776	0.784576855833294	0.9765625	0.8455237289927069	0.9468371149582528	0.9349739706578324	0.9610572852977144	0.9768257428557888	0.2232415902140672	0.1866666666666666	0.2145015105740181	0.404833836858006	0.5815384615384616	0.8305647840531561	0.746031746031746	0.2822085889570552	0.960843373493976	0.6983050847457627	0.9332835913697692	0.9310366348374212	0.9261019068458892	0.9292518734916804	0.9310921248142644	0.6752282027069562	0.6437632135306555	0.9871063724274732	0.9872503740323944	0.9990265429294568	0.9972802653399668	0.8946380697050937	0.8914839633075272	0.7482527356159548	0.9110433428497274	0.7039106145251397	0.9926404595225272	0.5645790318880477
14037	0.8303807010931021	0.8811746402178141	0.5972012102874433	0.6071699544764795	0.5230710319739613	0.3921717651529546	0.2022471910112359	0.2397731875253139	0.7952706120384421	0.6806052093973443	0.714875246016126	0.7026178667838533	0.4937754144510479	0.4388772120143738	0.6338338338338338	0.9429931717095784	0.5279980380936811	0.7009307305823244	0.5685873301686037	0.8680648236415635	0.9126899383983572	0.9190808370947886	0.950138957005068	0.522291427634814	0.8824029952348537	0.9362111149947572	0.9379286694101509	0.891832229580574	0.9545297372060858	0.7737435897435898	0.8860805860805862	0.8201838044043698	0.2008875234681686	0.1484444444444444	0.9883737899498954	0.9788656774697384	0.9638020072103674	0.9724141334386104	0.9970896391152504	0.5269428243856239	0.4946451173206114	0.714764611572657	0.9662263584509156	0.999850276987573	0.9961756157258682	0.8776348419094854	0.8669064748201439	0.7409677946705902	0.8788627010849234	0.7104648143339393	0.998814604077762	0.6033969010727056
14039	0.8122635874975115	0.8590937306021105	0.6066853482786229	0.6205923836389281	0.5048445700444085	0.3699502487562189	0.2557711950970378	0.3030949839914621	0.8129261963671475	0.5565227904727361	0.6018837167179859	0.5929092430945833	0.5547084400500327	0.506081472424223	0.6890470491906531	0.9370666985417164	0.4873525760397269	0.6373048866577771	0.5403056870199395	0.8427449513836949	0.918815738215816	0.915873263617918	0.9526911741895456	0.495452778857365	0.9250833496764072	0.9348469891411648	0.9374877905840984	0.923062015503876	0.9522677757971876	0.7516884286357497	0.8857551604332721	0.8438801825034716	0.2105877773452705	0.1438369981843857	0.9877002751254248	0.9796516360084648	0.9639211450175532	0.9680652936021034	0.9985486992044722	0.6066230984677906	0.5908845738942826	0.8753094392422776	0.9559898552886767	0.9994045403796056	0.9953090716501476	0.8335883703136955	0.8243364151506114	0.6548189783435279	0.8517390011890607	0.7137014314928425	0.9887960501329282	0.6558645707376058
14043	0.9885085574572128	0.9871287128712872	0.940945846606224	0.9943223895334484	0.9591635916359164	0.9941377625793844	0.8404308617234468	0.6406432748538011	0.887163036749395	0.5998297872340426	0.6447988195902616	0.6418010752688172	0.4890116019634092	0.409505726710357	0.6487155314635871	0.9709182249511584	0.9072824467618964	0.6429263992948435	0.974439775910364	0.8785359327217125	0.9176687439655928	0.8946953090749672	0.9373742674713548	0.9482379822480008	0.5069370330843116	0.5432977461447213	0.5063559322033898	0.6023206751054853	0.6946902654867256	0.7929782082324455	0.3802197802197802	0.5269978401727862	0.9831045406546992	0.6605293440736478	0.9874804381846636	0.9824604947464218	0.9792940981980492	0.9803946369845686	0.9989739801362554	0.7227144836853819	0.7180438726702952	0.9926068920195508	0.984789332251686	0.9983267417097658	0.994852789787935	0.8518672630812442	0.8421025952960259	0.7230090934141636	0.881848018177228	0.678401788208997	0.9794918096220816	0.520385932150638
14045	0.9674940898345152	0.9551597051597052	0.9745862884160756	0.9928909952606636	0.8684050939963615	0.966903073286052	0.7438725490196079	0.6865879082696317	0.6489125844594594	0.5015120165526022	0.8259587020648967	0.8041253263707572	0.5637328891896113	0.5036242223617374	0.6963195339196684	0.7038523692853047	0.6236420350650748	0.6471998256700806	0.9726145552560648	0.8755432158377595	0.6132329209252286	0.8958939540898804	0.932696436238729	0.6473695558430358	0.9229144667370645	0.97392430565549	0.977847104954349	0.9550080342795928	0.9689657172689832	0.7169430671909728	0.0609333371530065	0.9315772752216734	0.9816459443457668	0.8055266241374821	0.9891540130151844	0.9709067399385808	0.9722938144329898	0.9775161474940725	0.9991995517489796	0.4254569297598557	0.4456574088938834	0.9909411576078244	0.9716204406421048	0.6566023841303448	0.9919798563834747	0.5407584493507711	0.5388975942483178	0.4441846873173582	0.9004126547455296	0.6730482219134373	0.98844065892924	0.6018469501794013
14047	0.984106529209622	0.9614695340501792	0.9887397141619748	0.9895968790637192	0.6615787178368949	0.9026586620926244	0.6738255033557047	0.6960644855381698	0.0577061103402076	0.0141101938951814	0.9881522202739208	0.9711242603550296	0.955509276789095	0.8858952447974264	0.9560692484739318	0.0847657725727238	0.0108440238790804	0.4291871126033058	0.9816471485548124	0.8911617469359572	0.8771222241706388	0.0010174395497829	0.0088613625535969	0.0135117950022254	0.9237045942803084	0.9832438783412106	0.9877074248732266	0.982199763270509	0.9765954830511948	0.730418135549693	0.0350278533146764	0.9678010732975568	0.9807523261946776	0.8093538989634381	0.9876382930684128	0.9782152379871788	0.97588515660463	0.974741081703107	0.9991004160575734	0.059141329961492	0.1256842936960325	0.9919037445181604	0.9302721579266356	0.9986897199988608	0.0754145638067772	0.0079689298043728	0.0193017888055395	0.074320060105184	0.8873299561728044	0.7094556756454051	0.0447925254190711	0.5419355982693809
14051	0.9770857814336076	0.9866790582403964	0.9709629629629628	0.9922802850356296	0.95857099969979	0.9985224586288416	0.8019323671497585	0.7280248190279214	0.9028873316946106	0.7105533162330524	0.7447382024961229	0.7398371027561632	0.3810920414222608	0.3069539588975625	0.5952111245654467	0.9889388554435338	0.9640738031374462	0.6967562254259503	0.9609015267792228	0.743742121375833	0.9515946252226	0.9618061174947402	0.948112826315364	0.9718481259127048	0.1909937888198757	0.1181364392678868	0.0822981366459627	0.3029366306027821	0.4006410256410256	0.8105263157894737	0.7046548956661316	0.2305246422893481	0.9907120743034056	0.6912751677852349	0.9873053384233168	0.9830807619743168	0.9761353245961596	0.9821510859881416	0.9964965267290848	0.7204138823022204	0.7077255044979334	0.9911183614283124	0.9864255014326648	0.9996430356250446	0.9959098710879012	0.8801678525816458	0.8793041606886657	0.7205956882772602	0.9089125860408716	0.7206105091459862	0.9959246613063112	0.5760466348701643
14053	0.981042654028436	0.942398022249691	0.9656316662716284	0.9771908763505402	0.9656580211335256	0.99643536121673	0.7154372252076209	0.637087912087912	0.9230999222627518	0.7698711954390517	0.7969849853478748	0.7894909884329139	0.3284325349774721	0.2728515234348957	0.5342218788229991	0.991250704392443	0.9777896233120114	0.7147876838782681	0.9512411347517732	0.7045027534823454	0.9491786752060724	0.9633972992181948	0.9655111321088996	0.9779359430604982	0.1534603811434303	0.117523609653725	0.0711462450592885	0.3271119842829076	0.4477459016393442	0.7894144144144144	0.7299578059071731	0.1762336354481369	0.9852362204724407	0.7539267015706806	0.9863707590831238	0.9852007676409802	0.9676973947167616	0.9863910737150172	0.9980824891461648	0.7645126766800753	0.7216981132075472	0.9945309670409272	0.9901368044194704	0.9994785494192936	0.9953675632412504	0.9003739316239316	0.91257234037486	0.7548467145737475	0.9304816627651272	0.7022101589763474	0.9966921409832326	0.5830815709969788
14055	0.8556412053258584	0.8836191171105436	0.9740350877192984	0.9904627340162486	0.8859275053304904	0.9297999297999298	0.6945361202786946	0.671875	0.8073608052846807	0.5988434219624112	0.6328871892925431	0.6239870340356564	0.4946663358967998	0.4238857294008729	0.622943356961696	0.987263916500994	0.9674196844136678	0.7891651966084334	0.980125345830275	0.801141893207033	0.961503674392312	0.9591189626861446	0.965503613369467	0.979413102820746	0.3023255813953488	0.1676646706586826	0.2442159383033419	0.4629156010230179	0.5173333333333333	0.8361581920903954	0.5819672131147541	0.3723958333333333	0.9923273657289002	0.6491712707182321	0.9139625832364444	0.9170002668801708	0.8976936098180279	0.9064467926139396	0.912954509680466	0.7339085695910821	0.7200462646548551	0.9887977279899022	0.9815974055358624	0.9992495872730002	0.996157983709851	0.8536679536679537	0.8559500526553333	0.7325494742071708	0.8899110014209858	0.6978304978929295	0.9893348301992704	0.6337954027022284
14057	0.9838218805061668	0.9821369500496197	0.9869963075935142	0.9938151041666669	0.9540006478781988	0.9975976937860348	0.8050314465408805	0.6788036410923277	0.9049472788677202	0.7039346657621458	0.7436784599375651	0.7340970833974063	0.409169815174104	0.332891919305759	0.5991470049484648	0.9897015230501892	0.9690736207870456	0.6167390483383686	0.951478179258564	0.7511010906040267	0.9428195859349326	0.9565380820373068	0.95092570892899	0.9719845821190184	0.1513903192584964	0.1242937853107344	0.1114551083591331	0.3771839671120247	0.5327604726100966	0.8235981308411215	0.6367713004484306	0.2580310880829015	0.9897225077081192	0.6508474576271186	0.9881480308309576	0.9796053327690192	0.979605854070904	0.9823204714540946	0.997557195765806	0.7186244576570786	0.6896842327039056	0.9934016824395372	0.9864238866211072	0.9992910882938096	0.9958548246543724	0.8703217949318469	0.868937949413035	0.7147931051611941	0.8994378941595832	0.6505035434539351	0.9958953666342006	0.6396161293038134
14061	0.777806385169928	0.8339045610334826	0.4464239607539375	0.470281543274244	0.2271168557108942	0.2175148540428829	0.0713157894736842	0.1869517543859649	0.2564505272604891	0.3802405305159042	0.9066311820802838	0.8868237636906737	0.7432477124903538	0.7357414448669202	0.834229600187047	0.4498896247240618	0.0092916106738337	0.7770582076239966	0.7073273711280851	0.931817077319337	0.8958679602643888	0.2897286076727915	0.3063381635084752	0.0065632916250863	0.9288931855112408	0.9825574151750488	0.9892828380861916	0.97407823511388	0.9792246958051478	0.7504198612632348	0.206595194393459	0.9539848297018468	0.826155387036772	0.6835712812521485	0.9875300809450888	0.9786178772181195	0.9246687835322456	0.9388204225352113	0.9960771493952272	0.1202838157450163	0.1322096968370362	0.7399171571833443	0.9062998894756232	0.9998782566350134	0.1622946800686442	0.0684794811026568	0.0739371534195933	0.0977298961138899	0.841631162507608	0.722973660124072	0.1213785267941677	0.6076538327323485
14063	0.8779436152570481	0.9084099421178072	0.9917218543046358	0.9913333333333334	0.8880647336480108	0.9512114171921672	0.6931235032500855	0.693151721528566	0.8553615960099751	0.6597234585484542	0.7138658990044381	0.7045534768796329	0.4025032167504971	0.3688619667482923	0.6480621102824307	0.9838974118749269	0.9077121652145854	0.7126578981638234	0.9836550836550836	0.8933064921992954	0.945123133604809	0.9187727983324648	0.9614197530864198	0.9655060833549056	0.1601489757914339	0.099601593625498	0.1339449541284403	0.2692307692307692	0.6107899807321773	0.8069815195071869	0.7006960556844547	0.1772388059701492	0.98348623853211	0.7443609022556391	0.9278391959798996	0.9243993231810492	0.9141397162643716	0.9154996926019536	0.9324711685887608	0.7330441368863183	0.7386897570143643	0.9886196277948854	0.9784156653315532	0.9994994716645348	0.9952968167479208	0.8985028747082597	0.8847182000445534	0.7053066037735849	0.9261540168664004	0.6597633136094675	0.9965969859017988	0.6567228707306528
14065	0.8204633204633205	0.8164588528678304	0.9805825242718448	0.9921798631476052	0.8551925889809849	0.8989850169163848	0.5673652694610779	0.5984251968503937	0.844108673543513	0.630346232179226	0.6769924589679136	0.6571717026033028	0.5028001148765077	0.3909898576932148	0.6175503021957004	0.98139635109898	0.9591038782627074	0.7948159558081479	0.9721006276040294	0.8354126679462572	0.9283515550366204	0.9236467537964972	0.9584081072521904	0.9614341188361084	0.3605577689243028	0.3357142857142857	0.372	0.5753968253968254	0.5386178861788617	0.8329519450800915	0.577639751552795	0.3910386965376782	0.9642857142857144	0.703781512605042	0.9335134139603412	0.9345575548434804	0.922275346328307	0.9320598417408508	0.9369292062519154	0.761226656673537	0.7451652386780906	0.9895788896337376	0.984113712374582	0.9998485766202302	0.994152502728832	0.870530209617756	0.8715130382049727	0.7258157310758608	0.8789871504157218	0.7231859271927682	0.9957608210620258	0.6214448236632537
14067	0.9822753503709812	0.983809118023008	0.9847986852917008	0.991697799916978	0.9554723262588432	0.9954732510288066	0.7764555886102847	0.7118959107806692	0.9203544253103724	0.6609633718013045	0.7016823755954191	0.690200367921245	0.4552430933755818	0.360231807993002	0.6035035248878444	0.9869563061052424	0.9523883696780892	0.7413990825688074	0.9616459627329192	0.7763578274760383	0.9208854166666668	0.9225491215303048	0.9563284924285492	0.964512106411722	0.2568659127625202	0.1893805309734513	0.1916264090177133	0.4439102564102564	0.4550084889643464	0.833941605839416	0.6013628620102214	0.2976973684210526	0.9678972712680578	0.7135506003430532	0.9880292930241292	0.983046856604662	0.9789043412892314	0.987441353490356	0.9987375508486463	0.7657459619611966	0.7398160315374507	0.9938179093293368	0.9888867320198	0.999370490533146	0.9974406929815928	0.8752717928444357	0.8809004026585164	0.7293081494057725	0.8858745587310798	0.715303176130895	0.997854077253219	0.6127394414954996
14069	0.9828418230563004	0.9797109505280712	0.9908626713249128	0.9896739130434784	0.9723202170963364	0.9956745066234116	0.7792279922243821	0.6983154670750383	0.9096201632942846	0.6346724859585733	0.6722166283084005	0.6659578992132682	0.4389514426460239	0.393848056264008	0.6263832710066397	0.9865383937696022	0.9720945776589522	0.5835632472201321	0.9709166666666668	0.7929863214908657	0.959916142557652	0.9659233274868454	0.9616794401866045	0.9705340699815838	0.2784256559766764	0.1853658536585365	0.1790393013100436	0.3953488372093023	0.5583832335329341	0.8207236842105263	0.7515625	0.1944035346097201	0.9883381924198252	0.6919354838709678	0.988212180746562	0.9843230403800476	0.9769372066126948	0.9828836569857364	0.9958878252662802	0.7709128416709644	0.7612157273741506	0.9920375181348898	0.9889071619747832	0.9961659900766804	0.9930534979423868	0.8803555378008588	0.8742662558780607	0.764113117836994	0.9122812660833762	0.7407453262349882	0.9971896955503512	0.6099128695900585
14071	0.9016949152542372	0.901818181818182	0.9892984542211652	0.995551753635586	0.9035628639945188	0.9460834181078333	0.7949973762462831	0.6713286713286712	0.8436078713919035	0.6807245324132922	0.722574465173562	0.7122785036692322	0.4284567350579839	0.3391160274840407	0.5632365957050356	0.9839098954143202	0.973039669319514	0.5479230242261942	0.97160417947142	0.8014773126978544	0.95380066527042	0.9578001968503936	0.960319901568748	0.9743463246176616	0.265774378585086	0.2222222222222222	0.2125237191650854	0.4124293785310734	0.4941634241245136	0.8217391304347826	0.6751968503937008	0.3067961165048543	0.9886792452830188	0.6760563380281691	0.9341987626506456	0.9386386458183904	0.9312757940068186	0.9235126456687232	0.9377864629596732	0.7503458821816064	0.7399672107776748	0.9874697422753808	0.9872488059835992	0.9983358071335402	0.9951971922046736	0.888929906326427	0.8811325028312571	0.7804065638011266	0.9164757155052344	0.7129985228951257	0.9943370165745856	0.6781343036718492
